pmcid,pmid,saved_path,source,format,status,notes
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC7438493,32814763.0,downloaded_papers/PMC7438493.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC9984561,36879800.0,downloaded_papers/PMC9984561.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
,34010503.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8218877,34168655.0,downloaded_papers/PMC8218877.xml,PMC,xml,ok,
PMC8965019,35372436.0,downloaded_papers/PMC8965019.xml,PMC,xml,ok,
PMC11699622,39759022.0,downloaded_papers/PMC11699622.xml,PMC,xml,ok,
PMC8239309,34211475.0,downloaded_papers/PMC8239309.xml,PMC,xml,ok,
PMC8073098,33923747.0,downloaded_papers/PMC8073098.xml,PMC,xml,ok,
PMC8242011,34188052.0,downloaded_papers/PMC8242011.xml,PMC,xml,ok,
PMC8481124,34400844.0,downloaded_papers/PMC8481124.xml,PMC,xml,ok,
PMC10193302,37137875.0,downloaded_papers/PMC10193302.xml,PMC,xml,ok,
PMC8084634,33969332.0,downloaded_papers/PMC8084634.xml,PMC,xml,ok,
PMC8920898,35288709.0,downloaded_papers/PMC8920898.xml,PMC,xml,ok,
PMC8390504,34446708.0,downloaded_papers/PMC8390504.xml,PMC,xml,ok,
PMC8390504,34446708.0,downloaded_papers/PMC8390504.xml,PMC,xml,ok,
PMC8187647,34103526.0,downloaded_papers/PMC8187647.xml,PMC,xml,ok,
,33831365.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC7959495,33087576.0,downloaded_papers/PMC7959495.xml,PMC,xml,ok,
PMC8112763,33693820.0,downloaded_papers/PMC8112763.xml,PMC,xml,ok,
PMC8176687,34082698.0,downloaded_papers/PMC8176687.xml,PMC,xml,ok,
,33831365.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC7551156,32911797.0,downloaded_papers/PMC7551156.xml,PMC,xml,ok,
PMC7496281,32697413.0,downloaded_papers/PMC7496281.xml,PMC,xml,ok,
,33831365.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC7555686,32899450.0,downloaded_papers/PMC7555686.xml,PMC,xml,ok,
PMC7790119,32954824.0,downloaded_papers/PMC7790119.xml,PMC,xml,ok,
PMC7555686,32899450.0,downloaded_papers/PMC7555686.xml,PMC,xml,ok,
PMC8112023,32891007.0,downloaded_papers/PMC8112023.xml,PMC,xml,ok,
PMC7455715,32859943.0,downloaded_papers/PMC7455715.xml,PMC,xml,ok,
PMC7710306,33208556.0,downloaded_papers/PMC7710306.xml,PMC,xml,ok,
PMC7455715,32859943.0,downloaded_papers/PMC7455715.xml,PMC,xml,ok,
,32937244.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8572005,34557907.0,downloaded_papers/PMC8572005.xml,PMC,xml,ok,
,32483591.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC7500358,32983644.0,downloaded_papers/PMC7500358.xml,PMC,xml,ok,
PMC7571453,32772088.0,downloaded_papers/PMC7571453.xml,PMC,xml,ok,
PMC7903623,33627134.0,downloaded_papers/PMC7903623.xml,PMC,xml,ok,
PMC7943190,33522483.0,downloaded_papers/PMC7943190.xml,PMC,xml,ok,
PMC8751640,34963058.0,downloaded_papers/PMC8751640.xml,PMC,xml,ok,
PMC7571453,32772088.0,downloaded_papers/PMC7571453.xml,PMC,xml,ok,
PMC7500358,32983644.0,downloaded_papers/PMC7500358.xml,PMC,xml,ok,
PMC7338483,32695113.0,downloaded_papers/PMC7338483.xml,PMC,xml,ok,
PMC7552739,33117805.0,downloaded_papers/PMC7552739.xml,PMC,xml,ok,
,37722965.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8751640,34963058.0,downloaded_papers/PMC8751640.xml,PMC,xml,ok,
PMC8965606,35372533.0,downloaded_papers/PMC8965606.xml,PMC,xml,ok,
PMC7415599,32690654.0,downloaded_papers/PMC7415599.xml,PMC,xml,ok,
PMC7363941,32619492.0,downloaded_papers/PMC7363941.xml,PMC,xml,ok,
PMC7279523,32443673.0,downloaded_papers/PMC7279523.xml,PMC,xml,ok,
PMC9457323,36037374.0,downloaded_papers/PMC9457323.xml,PMC,xml,ok,
PMC7363941,32619492.0,downloaded_papers/PMC7363941.xml,PMC,xml,ok,
PMC7363941,32619492.0,downloaded_papers/PMC7363941.xml,PMC,xml,ok,
PMC7396155,32640239.0,downloaded_papers/PMC7396155.xml,PMC,xml,ok,
,38146648.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC11227973,38584493.0,downloaded_papers/PMC11227973.xml,PMC,xml,ok,
PMC11442028,39028280.0,downloaded_papers/PMC11442028.xml,PMC,xml,ok,
PMC11270594,39042188.0,downloaded_papers/PMC11270594.xml,PMC,xml,ok,
PMC11286941,39075094.0,downloaded_papers/PMC11286941.xml,PMC,xml,ok,
PMC11190739,38912065.0,downloaded_papers/PMC11190739.xml,PMC,xml,ok,
PMC11402524,38857377.0,downloaded_papers/PMC11402524.xml,PMC,xml,ok,
,38265934.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC10671464,38003633.0,downloaded_papers/PMC10671464.xml,PMC,xml,ok,
PMC11244995,39005325.0,downloaded_papers/PMC11244995.xml,PMC,xml,ok,
PMC10895349,38346193.0,downloaded_papers/PMC10895349.xml,PMC,xml,ok,
PMC10895349,38346193.0,downloaded_papers/PMC10895349.xml,PMC,xml,ok,
PMC10794370,38160208.0,downloaded_papers/PMC10794370.xml,PMC,xml,ok,
PMC10897426,38409226.0,downloaded_papers/PMC10897426.xml,PMC,xml,ok,
PMC11139480,38813868.0,downloaded_papers/PMC11139480.xml,PMC,xml,ok,
PMC10957302,38266980.0,downloaded_papers/PMC10957302.xml,PMC,xml,ok,
PMC10861538,38346993.0,downloaded_papers/PMC10861538.xml,PMC,xml,ok,
PMC10861538,38346993.0,downloaded_papers/PMC10861538.xml,PMC,xml,ok,
PMC10804907,38226444.0,downloaded_papers/PMC10804907.xml,PMC,xml,ok,
PMC10859461,38348224.0,downloaded_papers/PMC10859461.xml,PMC,xml,ok,
PMC10761037,37584546.0,downloaded_papers/PMC10761037.xml,PMC,xml,ok,
PMC11094392,38271627.0,downloaded_papers/PMC11094392.xml,PMC,xml,ok,
PMC10761037,37584546.0,downloaded_papers/PMC10761037.xml,PMC,xml,ok,
PMC10876648,38374152.0,downloaded_papers/PMC10876648.xml,PMC,xml,ok,
PMC10761037,37584546.0,downloaded_papers/PMC10761037.xml,PMC,xml,ok,
PMC9338297,35906236.0,downloaded_papers/PMC9338297.xml,PMC,xml,ok,
PMC10794710,38233381.0,downloaded_papers/PMC10794710.xml,PMC,xml,ok,
,37310899.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC10957302,38266980.0,downloaded_papers/PMC10957302.xml,PMC,xml,ok,
PMC11208764,38939173.0,downloaded_papers/PMC11208764.xml,PMC,xml,ok,
PMC11237841,38994356.0,downloaded_papers/PMC11237841.xml,PMC,xml,ok,
PMC10171947,36803114.0,downloaded_papers/PMC10171947.xml,PMC,xml,ok,
PMC10250217,36864754.0,downloaded_papers/PMC10250217.xml,PMC,xml,ok,
PMC10250217,36864754.0,downloaded_papers/PMC10250217.xml,PMC,xml,ok,
PMC10724456,37694817.0,downloaded_papers/PMC10724456.xml,PMC,xml,ok,
PMC9691736,36424495.0,downloaded_papers/PMC9691736.xml,PMC,xml,ok,
PMC9978031,36859534.0,downloaded_papers/PMC9978031.xml,PMC,xml,ok,
PMC9848479,36652512.0,downloaded_papers/PMC9848479.xml,PMC,xml,ok,
PMC10803796,38253551.0,downloaded_papers/PMC10803796.xml,PMC,xml,ok,
PMC10074076,36847616.0,downloaded_papers/PMC10074076.xml,PMC,xml,ok,
PMC9035786,35478970.0,downloaded_papers/PMC9035786.xml,PMC,xml,ok,
PMC10724456,37694817.0,downloaded_papers/PMC10724456.xml,PMC,xml,ok,
PMC9160264,35508506.0,downloaded_papers/PMC9160264.xml,PMC,xml,ok,
PMC9160264,35508506.0,downloaded_papers/PMC9160264.xml,PMC,xml,ok,
PMC11485214,39294373.0,downloaded_papers/PMC11485214.xml,PMC,xml,ok,
PMC9136997,35523141.0,downloaded_papers/PMC9136997.xml,PMC,xml,ok,
PMC10081686,36853788.0,downloaded_papers/PMC10081686.xml,PMC,xml,ok,
PMC6335625,30239759.0,downloaded_papers/PMC6335625.xml,PMC,xml,ok,
PMC9170153,35476513.0,downloaded_papers/PMC9170153.xml,PMC,xml,ok,
PMC10113160,37012406.0,downloaded_papers/PMC10113160.xml,PMC,xml,ok,
PMC8712873,34970543.0,downloaded_papers/PMC8712873.xml,PMC,xml,ok,
PMC9205865,35715410.0,downloaded_papers/PMC9205865.xml,PMC,xml,ok,
PMC9057621,35393955.0,downloaded_papers/PMC9057621.xml,PMC,xml,ok,
PMC9105363,35562897.0,downloaded_papers/PMC9105363.xml,PMC,xml,ok,
,35948000.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC6857182,34140680.0,downloaded_papers/PMC6857182.xml,PMC,xml,ok,
PMC9047282,35477570.0,downloaded_papers/PMC9047282.xml,PMC,xml,ok,
PMC9090837,35538076.0,downloaded_papers/PMC9090837.xml,PMC,xml,ok,
PMC9014288,35444558.0,downloaded_papers/PMC9014288.xml,PMC,xml,ok,
PMC9324934,35596682.0,downloaded_papers/PMC9324934.xml,PMC,xml,ok,
PMC9174176,35672317.0,downloaded_papers/PMC9174176.xml,PMC,xml,ok,
PMC8854499,35185911.0,downloaded_papers/PMC8854499.xml,PMC,xml,ok,
PMC11941970,40141187.0,downloaded_papers/PMC11941970.xml,PMC,xml,ok,
PMC8772846,35052729.0,downloaded_papers/PMC8772846.xml,PMC,xml,ok,
PMC8941983,35235788.0,downloaded_papers/PMC8941983.xml,PMC,xml,ok,
PMC8559528,34647996.0,downloaded_papers/PMC8559528.xml,PMC,xml,ok,
PMC8941983,35235788.0,downloaded_papers/PMC8941983.xml,PMC,xml,ok,
PMC8600092,34438112.0,downloaded_papers/PMC8600092.xml,PMC,xml,ok,
PMC10507630,36443520.0,downloaded_papers/PMC10507630.xml,PMC,xml,ok,
,34519223.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8403268,33784241.0,downloaded_papers/PMC8403268.xml,PMC,xml,ok,
PMC8557419,34320657.0,downloaded_papers/PMC8557419.xml,PMC,xml,ok,
PMC8452070,34495952.0,downloaded_papers/PMC8452070.xml,PMC,xml,ok,
PMC9290310,35843975.0,downloaded_papers/PMC9290310.xml,PMC,xml,ok,
PMC8941983,35235788.0,downloaded_papers/PMC8941983.xml,PMC,xml,ok,
PMC8406333,34399615.0,downloaded_papers/PMC8406333.xml,PMC,xml,ok,
PMC8306922,34299281.0,downloaded_papers/PMC8306922.xml,PMC,xml,ok,
,31621828.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8713293,34748230.0,downloaded_papers/PMC8713293.xml,PMC,xml,ok,
PMC8346206,34367171.0,downloaded_papers/PMC8346206.xml,PMC,xml,ok,
PMC6829352,31658584.0,downloaded_papers/PMC6829352.xml,PMC,xml,ok,
PMC8617511,34782458.0,downloaded_papers/PMC8617511.xml,PMC,xml,ok,
PMC8377058,34413299.0,downloaded_papers/PMC8377058.xml,PMC,xml,ok,
PMC8930865,35061207.0,downloaded_papers/PMC8930865.xml,PMC,xml,ok,
PMC6829352,31658584.0,downloaded_papers/PMC6829352.xml,PMC,xml,ok,
PMC8534818,34685690.0,downloaded_papers/PMC8534818.xml,PMC,xml,ok,
PMC6855469,31725741.0,downloaded_papers/PMC6855469.xml,PMC,xml,ok,
PMC6737984,31391163.0,downloaded_papers/PMC6737984.xml,PMC,xml,ok,
PMC6737984,31391163.0,downloaded_papers/PMC6737984.xml,PMC,xml,ok,
PMC7358312,32733887.0,downloaded_papers/PMC7358312.xml,PMC,xml,ok,
PMC6744420,31519912.0,downloaded_papers/PMC6744420.xml,PMC,xml,ok,
PMC6827284,31519749.0,downloaded_papers/PMC6827284.xml,PMC,xml,ok,
PMC6907081,31645761.0,downloaded_papers/PMC6907081.xml,PMC,xml,ok,
PMC6907081,31645761.0,downloaded_papers/PMC6907081.xml,PMC,xml,ok,
,29396902.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC6609606,31273257.0,downloaded_papers/PMC6609606.xml,PMC,xml,ok,
PMC6634971,31241463.0,downloaded_papers/PMC6634971.xml,PMC,xml,ok,
,29686265.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8920898,35288709.0,downloaded_papers/PMC8920898.xml,PMC,xml,ok,
PMC6860989,31738164.0,downloaded_papers/PMC6860989.xml,PMC,xml,ok,
PMC7502669,32680723.0,downloaded_papers/PMC7502669.xml,PMC,xml,ok,
PMC5946202,29597262.0,downloaded_papers/PMC5946202.xml,PMC,xml,ok,
PMC5946202,29597262.0,downloaded_papers/PMC5946202.xml,PMC,xml,ok,
,29768178.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
,29686265.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC6124543,29540503.0,downloaded_papers/PMC6124543.xml,PMC,xml,ok,
PMC5833042,29507646.0,downloaded_papers/PMC5833042.xml,PMC,xml,ok,
PMC5159983,28018572.0,downloaded_papers/PMC5159983.xml,PMC,xml,ok,
PMC11143174,38819479.0,downloaded_papers/PMC11143174.xml,PMC,xml,ok,
PMC5951795,29463899.0,downloaded_papers/PMC5951795.xml,PMC,xml,ok,
PMC11071483,38712302.0,downloaded_papers/PMC11071483.xml,PMC,xml,ok,
PMC11071483,38712302.0,downloaded_papers/PMC11071483.xml,PMC,xml,ok,
PMC11071483,38712302.0,downloaded_papers/PMC11071483.xml,PMC,xml,ok,
PMC12212129,40221000.0,downloaded_papers/PMC12212129.xml,PMC,xml,ok,
PMC11047652,38671859.0,downloaded_papers/PMC11047652.xml,PMC,xml,ok,
PMC11077729,38715090.0,downloaded_papers/PMC11077729.xml,PMC,xml,ok,
PMC11084495,38731997.0,downloaded_papers/PMC11084495.xml,PMC,xml,ok,
PMC10791636,38228612.0,downloaded_papers/PMC10791636.xml,PMC,xml,ok,
PMC7071599,32171242.0,downloaded_papers/PMC7071599.xml,PMC,xml,ok,
PMC10620050,37532519.0,downloaded_papers/PMC10620050.xml,PMC,xml,ok,
PMC11032714,37994669.0,downloaded_papers/PMC11032714.xml,PMC,xml,ok,
PMC11168926,38839950.0,downloaded_papers/PMC11168926.xml,PMC,xml,ok,
PMC10250329,37291192.0,downloaded_papers/PMC10250329.xml,PMC,xml,ok,
PMC10950030,37146606.0,downloaded_papers/PMC10950030.xml,PMC,xml,ok,
PMC10620050,37532519.0,downloaded_papers/PMC10620050.xml,PMC,xml,ok,
,32548656.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC10950030,37146606.0,downloaded_papers/PMC10950030.xml,PMC,xml,ok,
PMC10950030,37146606.0,downloaded_papers/PMC10950030.xml,PMC,xml,ok,
PMC10475046,37660160.0,downloaded_papers/PMC10475046.xml,PMC,xml,ok,
PMC10475046,37660160.0,downloaded_papers/PMC10475046.xml,PMC,xml,ok,
PMC10527005,37423216.0,downloaded_papers/PMC10527005.xml,PMC,xml,ok,
PMC8791832,34856602.0,downloaded_papers/PMC8791832.xml,PMC,xml,ok,
PMC10761876,38167746.0,downloaded_papers/PMC10761876.xml,PMC,xml,ok,
PMC10441531,37436897.0,downloaded_papers/PMC10441531.xml,PMC,xml,ok,
PMC10624351,37922358.0,downloaded_papers/PMC10624351.xml,PMC,xml,ok,
,37905445.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC10288560,37307441.0,downloaded_papers/PMC10288560.xml,PMC,xml,ok,
PMC10288560,37307441.0,downloaded_papers/PMC10288560.xml,PMC,xml,ok,
,29686265.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
,31830756.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC10164164,37149697.0,downloaded_papers/PMC10164164.xml,PMC,xml,ok,
PMC10081206,37034658.0,downloaded_papers/PMC10081206.xml,PMC,xml,ok,
,37437545.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC10283428,37078791.0,downloaded_papers/PMC10283428.xml,PMC,xml,ok,
PMC10441531,37436897.0,downloaded_papers/PMC10441531.xml,PMC,xml,ok,
PMC10014956,36918719.0,downloaded_papers/PMC10014956.xml,PMC,xml,ok,
PMC10164554,36951126.0,downloaded_papers/PMC10164554.xml,PMC,xml,ok,
PMC9968694,36695872.0,downloaded_papers/PMC9968694.xml,PMC,xml,ok,
PMC10164554,36951126.0,downloaded_papers/PMC10164554.xml,PMC,xml,ok,
PMC10070852,37025168.0,downloaded_papers/PMC10070852.xml,PMC,xml,ok,
PMC10791636,38228612.0,downloaded_papers/PMC10791636.xml,PMC,xml,ok,
,35567965.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC9780362,36550096.0,downloaded_papers/PMC9780362.xml,PMC,xml,ok,
PMC9780362,36550096.0,downloaded_papers/PMC9780362.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
PMC9818809,36611870.0,downloaded_papers/PMC9818809.xml,PMC,xml,ok,
PMC9710884,36449607.0,downloaded_papers/PMC9710884.xml,PMC,xml,ok,
PMC9968986,36638787.0,downloaded_papers/PMC9968986.xml,PMC,xml,ok,
PMC9733393,36482461.0,downloaded_papers/PMC9733393.xml,PMC,xml,ok,
PMC9706704,36458257.0,downloaded_papers/PMC9706704.xml,PMC,xml,ok,
PMC8977095,35319748.0,downloaded_papers/PMC8977095.xml,PMC,xml,ok,
,36398730.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC9748866,36622342.0,downloaded_papers/PMC9748866.xml,PMC,xml,ok,
PMC8574979,34747641.0,downloaded_papers/PMC8574979.xml,PMC,xml,ok,
PMC8574979,34747641.0,downloaded_papers/PMC8574979.xml,PMC,xml,ok,
PMC8574979,34747641.0,downloaded_papers/PMC8574979.xml,PMC,xml,ok,
PMC8685669,34876522.0,downloaded_papers/PMC8685669.xml,PMC,xml,ok,
PMC9704805,36441651.0,downloaded_papers/PMC9704805.xml,PMC,xml,ok,
PMC10275723,37332674.0,downloaded_papers/PMC10275723.xml,PMC,xml,ok,
PMC8357231,34380613.0,downloaded_papers/PMC8357231.xml,PMC,xml,ok,
PMC8357231,34380613.0,downloaded_papers/PMC8357231.xml,PMC,xml,ok,
PMC8351967,34370755.0,downloaded_papers/PMC8351967.xml,PMC,xml,ok,
PMC8347496,34360662.0,downloaded_papers/PMC8347496.xml,PMC,xml,ok,
PMC8384995,34429451.0,downloaded_papers/PMC8384995.xml,PMC,xml,ok,
PMC8334858,34368143.0,downloaded_papers/PMC8334858.xml,PMC,xml,ok,
PMC8268225,34238364.0,downloaded_papers/PMC8268225.xml,PMC,xml,ok,
PMC8446284,34540826.0,downloaded_papers/PMC8446284.xml,PMC,xml,ok,
PMC8446284,34540826.0,downloaded_papers/PMC8446284.xml,PMC,xml,ok,
PMC8416064,34484234.0,downloaded_papers/PMC8416064.xml,PMC,xml,ok,
PMC8574979,34747641.0,downloaded_papers/PMC8574979.xml,PMC,xml,ok,
PMC3439153,22955616.0,downloaded_papers/PMC3439153.xml,PMC,xml,ok,
,34197725.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8233037,34170818.0,downloaded_papers/PMC8233037.xml,PMC,xml,ok,
PMC8254942,34217204.0,downloaded_papers/PMC8254942.xml,PMC,xml,ok,
PMC7733460,33311464.0,downloaded_papers/PMC7733460.xml,PMC,xml,ok,
PMC7116618,33361811.0,downloaded_papers/PMC7116618.xml,PMC,xml,ok,
PMC7574562,33081811.0,downloaded_papers/PMC7574562.xml,PMC,xml,ok,
PMC8595698,34785679.0,downloaded_papers/PMC8595698.xml,PMC,xml,ok,
PMC7306800,32482863.0,downloaded_papers/PMC7306800.xml,PMC,xml,ok,
PMC7306800,32482863.0,downloaded_papers/PMC7306800.xml,PMC,xml,ok,
PMC7532633,33008446.0,downloaded_papers/PMC7532633.xml,PMC,xml,ok,
PMC7270082,32493987.0,downloaded_papers/PMC7270082.xml,PMC,xml,ok,
PMC7270082,32493987.0,downloaded_papers/PMC7270082.xml,PMC,xml,ok,
PMC7152979,32308672.0,downloaded_papers/PMC7152979.xml,PMC,xml,ok,
PMC7724466,32442533.0,downloaded_papers/PMC7724466.xml,PMC,xml,ok,
PMC7674172,33224947.0,downloaded_papers/PMC7674172.xml,PMC,xml,ok,
,34793202.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8038597,33916494.0,downloaded_papers/PMC8038597.xml,PMC,xml,ok,
PMC7339546,32631327.0,downloaded_papers/PMC7339546.xml,PMC,xml,ok,
PMC6734938,31123087.0,downloaded_papers/PMC6734938.xml,PMC,xml,ok,
PMC6734938,31123087.0,downloaded_papers/PMC6734938.xml,PMC,xml,ok,
,32184271.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC7725958,33298930.0,downloaded_papers/PMC7725958.xml,PMC,xml,ok,
PMC8143248,33045922.0,downloaded_papers/PMC8143248.xml,PMC,xml,ok,
,32065222.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
,32306769.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC8143248,33045922.0,downloaded_papers/PMC8143248.xml,PMC,xml,ok,
PMC7518706,32056496.0,downloaded_papers/PMC7518706.xml,PMC,xml,ok,
PMC7195362,32358519.0,downloaded_papers/PMC7195362.xml,PMC,xml,ok,
PMC7195362,32358519.0,downloaded_papers/PMC7195362.xml,PMC,xml,ok,
PMC6092567,30135684.0,downloaded_papers/PMC6092567.xml,PMC,xml,ok,
PMC7145904,32308656.0,downloaded_papers/PMC7145904.xml,PMC,xml,ok,
PMC6092567,30135684.0,downloaded_papers/PMC6092567.xml,PMC,xml,ok,
,30642670.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC7062471,32048992.0,downloaded_papers/PMC7062471.xml,PMC,xml,ok,
PMC7062471,32048992.0,downloaded_papers/PMC7062471.xml,PMC,xml,ok,
PMC6124577,30026266.0,downloaded_papers/PMC6124577.xml,PMC,xml,ok,
PMC6544436,31012843.0,downloaded_papers/PMC6544436.xml,PMC,xml,ok,
PMC6544436,31012843.0,downloaded_papers/PMC6544436.xml,PMC,xml,ok,
PMC6033450,29975766.0,downloaded_papers/PMC6033450.xml,PMC,xml,ok,
PMC6497049,30787433.0,downloaded_papers/PMC6497049.xml,PMC,xml,ok,
PMC6033450,29975766.0,downloaded_papers/PMC6033450.xml,PMC,xml,ok,
,15161964.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC6033450,29975766.0,downloaded_papers/PMC6033450.xml,PMC,xml,ok,
PMC11404176,39286508.0,downloaded_papers/PMC11404176.xml,PMC,xml,ok,
PMC11348239,38923264.0,downloaded_papers/PMC11348239.xml,PMC,xml,ok,
PMC11348239,38923264.0,downloaded_papers/PMC11348239.xml,PMC,xml,ok,
PMC11348239,38923264.0,downloaded_papers/PMC11348239.xml,PMC,xml,ok,
PMC11647102,39223948.0,downloaded_papers/PMC11647102.xml,PMC,xml,ok,
PMC10770955,38183126.0,downloaded_papers/PMC10770955.xml,PMC,xml,ok,
PMC11601510,39605623.0,downloaded_papers/PMC11601510.xml,PMC,xml,ok,
PMC11150133,38217296.0,downloaded_papers/PMC11150133.xml,PMC,xml,ok,
PMC7220988,32302558.0,downloaded_papers/PMC7220988.xml,PMC,xml,ok,
PMC10770955,38183126.0,downloaded_papers/PMC10770955.xml,PMC,xml,ok,
PMC5289048,28148272.0,downloaded_papers/PMC5289048.xml,PMC,xml,ok,
PMC10721256,37815869.0,downloaded_papers/PMC10721256.xml,PMC,xml,ok,
PMC10770955,38183126.0,downloaded_papers/PMC10770955.xml,PMC,xml,ok,
PMC10770955,38183126.0,downloaded_papers/PMC10770955.xml,PMC,xml,ok,
PMC10916932,38052213.0,downloaded_papers/PMC10916932.xml,PMC,xml,ok,
PMC10794710,38233381.0,downloaded_papers/PMC10794710.xml,PMC,xml,ok,
PMC10334808,37406095.0,downloaded_papers/PMC10334808.xml,PMC,xml,ok,
,32214235.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC11519894,38965447.0,downloaded_papers/PMC11519894.xml,PMC,xml,ok,
PMC7083921,32198406.0,downloaded_papers/PMC7083921.xml,PMC,xml,ok,
PMC10794710,38233381.0,downloaded_papers/PMC10794710.xml,PMC,xml,ok,
PMC10695431,37399109.0,downloaded_papers/PMC10695431.xml,PMC,xml,ok,
PMC11344061,39179795.0,downloaded_papers/PMC11344061.xml,PMC,xml,ok,
PMC10729866,37740387.0,downloaded_papers/PMC10729866.xml,PMC,xml,ok,
,37831187.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
,37707543.0,,,,failed,PMCID conversion failed; No OA via PMC/Europe PMC.
PMC11148015,38760513.0,downloaded_papers/PMC11148015.xml,PMC,xml,ok,
PMC10658977,37986075.0,downloaded_papers/PMC10658977.xml,PMC,xml,ok,
PMC10864176,38267607.0,downloaded_papers/PMC10864176.xml,PMC,xml,ok,
PMC10517537,37740230.0,downloaded_papers/PMC10517537.xml,PMC,xml,ok,
PMC11295039,39052836.0,downloaded_papers/PMC11295039.xml,PMC,xml,ok,
PMC11019952,38451085.0,downloaded_papers/PMC11019952.xml,PMC,xml,ok,
PMC10459118,37630204.0,downloaded_papers/PMC10459118.xml,PMC,xml,ok,
PMC10627460,37930978.0,downloaded_papers/PMC10627460.xml,PMC,xml,ok,
PMC10916932,38052213.0,downloaded_papers/PMC10916932.xml,PMC,xml,ok,
PMC10488081,37686296.0,downloaded_papers/PMC10488081.xml,PMC,xml,ok,
PMC10584686,37673118.0,downloaded_papers/PMC10584686.xml,PMC,xml,ok,
PMC10422694,37577543.0,downloaded_papers/PMC10422694.xml,PMC,xml,ok,
PMC10584686,37673118.0,downloaded_papers/PMC10584686.xml,PMC,xml,ok,
PMC10584686,37673118.0,downloaded_papers/PMC10584686.xml,PMC,xml,ok,
PMC11109257,38007547.0,downloaded_papers/PMC11109257.xml,PMC,xml,ok,
PMC10422694,37577543.0,downloaded_papers/PMC10422694.xml,PMC,xml,ok,
PMC10957479,38438734.0,downloaded_papers/PMC10957479.xml,PMC,xml,ok,
PMC10700137,38030723.0,downloaded_papers/PMC10700137.xml,PMC,xml,ok,
PMC10192030,36987911.0,downloaded_papers/PMC10192030.xml,PMC,xml,ok,
PMC10456680,37623828.0,downloaded_papers/PMC10456680.xml,PMC,xml,ok,
PMC10069462,36806146.0,downloaded_papers/PMC10069462.xml,PMC,xml,ok,
PMC10616712,36822266.0,downloaded_papers/PMC10616712.xml,PMC,xml,ok,
